text,emotions,emotion_encoded,cleaned_text
i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,anger,0,disgusted way bus conductor threw old woman oiut minibus simply could pay fare luggage
i think about how great everyone elses life is i feel that much more crappy about mine,sadness,4,think great everyone elses life feel much crappy mine
i feel like the saddest most pathetic piece of shit on this planet,sadness,4,feel like saddest pathetic piece shit planet
i forgive myself that i have accepted and allowed myself to express myself in such a way so that i could feel superior and more than others,joy,2,forgive accepted allowed express way could feel superior others
i feel greedy part comes in,anger,0,feel greedy part comes
i am content i am restrained to myself which in turn makes me feel satisfied with the environment i am into myself and thats all i need,joy,2,content restrained turn makes feel satisfied environment thats need
i was feeling wronged and impotent,anger,0,feeling wronged impotent
i feel curious and bewildered,surprise,5,feel curious bewildered
i feel nostalgic a lot more than i felt after passing out of the school,love,3,feel nostalgic lot felt passing school
i know is that it s better for me as a teacher i feel the lesson is more pleasant that the language work is less artificial and it feels good that what i teach is closer to what they need instead of what someone else who is not even there thinks they need,joy,2,know better teacher feel lesson pleasant language work less artificial feels good teach closer need instead someone else even thinks need
i think i want to go to an aa meeting just to hear the stories but it feels rude,anger,0,think want go aa meeting hear stories feels rude
i didnt need that reminder plus her words made me feel as if she saw me as pathetic,sadness,4,didnt need reminder plus words made feel saw pathetic
i email or try to communicate in any capacity even if it s to go tell me to go pound sand feeling respected and loved is something that doesn t happen a whole lot in my life right now,joy,2,email try communicate capacity even go tell go pound sand feeling respected loved something happen whole lot life right
i feel so idiotic all the sudden,sadness,4,feel idiotic sudden
i laid on my bed and tried to hide my feelings when my sweet little girl crawled onto the bed laid on top of me and said gently mommy whats bothering you,joy,2,laid bed tried hide feelings sweet little girl crawled onto bed laid top said gently mommy whats bothering
i feel so stupid because the first week of it fair wasnt even worth working for,sadness,4,feel stupid first week fair wasnt even worth working
i am feeling really weepy today i am sure i will feel better tomorrow xxx,sadness,4,feeling really weepy today sure feel better tomorrow xxx
